OBJECTID,COUNTRY,year,literacy,,,,,,,
12633,Italy,2010,98.9,,,,,,,
18388,Jamaica,1910,47.2,,,,,,,
18391,Jamaica,1920,52.2,,,,,,,
18400,Jamaica,1945,67.9,,,,,,,
18405,Jamaica,1950,72.5,,,,,,,
18410,Jamaica,1955,77,,,,,,,
18415,Jamaica,1960,90.9,,,,,,,
58,Jamaica,1970,96.0999999999999,,,,,,,
1446,Jamaica,1980,77.2999999999999,,,,,,,
2893,Jamaica,1990,82.9,,,,,,,
3675,Jamaica,1995,85,,,,,,,
10995,Jamaica,2000,86.4,,,,,,,
12635,Jamaica,2010,89.7,,,,,,,
8602,Japan,1950,97.5,,,,,,,
4309,Japan,1960,97.7999999999999,,,,,,,
59,Japan,1970,99,,,,,,,
1447,Japan,1980,99,,,,,,,
2894,Japan,1990,99,,,,,,,
10996,Japan,2000,99,,,,,,,
12636,Japan,2010,99,,,,,,,
8603,Jordan,1950,17.5,,,,,,,
4310,Jordan,1960,32.3999999999999,,,,,,,
60,Jordan,1970,67.5999999999999,,,,,,,
1448,Jordan,1980,66.7999999999999,,,,,,,
2895,Jordan,1990,82.0999999999999,,,,,,,
3677,Jordan,1995,86.5999999999999,,,,,,,
10997,Jordan,2000,89.7999999999999,,,,,,,
11817,Jordan,2005,91.0999999999999,,,,,,,
12637,Jordan,2010,92.5999999999999,,,,,,,
18475,Kazakhstan,1990,97.5,,,,,,,
10998,Kazakhstan,2000,99.5,,,,,,,
12638,Kazakhstan,2010,99.7,,,,,,,
18487,Kenya,1950,22.5,,,,,,,
18497,Kenya,1960,19.5,,,,,,,
1449,Kenya,1980,58.1,,,,,,,
2896,Kenya,1990,72,,,,,,,
3679,Kenya,1995,78.0999999999999,,,,,,,
10999,Kenya,2000,82.2,,,,,,,
11819,Kenya,2005,81.7999999999999,,,,,,,
12639,Kenya,2010,90.0999999999999,,,,,,,
18500,Kuwait,1950,17.5,,,,,,,
18505,Kuwait,1955,35,,,,,,,
18510,Kuwait,1960,46.7999999999999,,,,,,,
4910,Kuwait,1965,54.3999999999999,,,,,,,
64,Kuwait,1970,55,,,,,,,
741,Kuwait,1975,59.6,,,,,,,
1452,Kuwait,1980,67.5,,,,,,,
2174,Kuwait,1985,74.5,,,,,,,
3683,Kuwait,1995,78.4,,,,,,,
11823,Kuwait,2005,93.2999999999999,,,,,,,
12643,Kuwait,2010,93.9,,,,,,,
11000,Kyrgyzstan,2000,98.7,,,,,,,
12640,Kyrgyzstan,2010,99.2,,,,,,,
18571,Laos,1950,17.5,,,,,,,
4313,Laos,1960,28.3,,,,,,,
1453,Laos,1980,43.6,,,,,,,
2900,Laos,1990,51.5,,,,,,,
3684,Laos,1995,60.2999999999999,,,,,,,
11004,Laos,2000,69.5999999999999,,,,,,,
11824,Laos,2005,72.7,,,,,,,
12644,Laos,2010,71.2999999999999,,,,,,,
18623,Latvia,1990,99.5,,,,,,,
11005,Latvia,2000,99.7,,,,,,,
12645,Latvia,2010,99.7999999999999,,,,,,,
8606,Lebanon,1950,47.5,,,,,,,
66,Lebanon,1970,78.5,,,,,,,
1454,Lebanon,1980,86.0999999999999,,,,,,,
2901,Lebanon,1990,90.7999999999999,,,,,,,
3686,Lebanon,1995,92.4,,,,,,,
11006,Lebanon,2000,93.7,,,,,,,
12646,Lebanon,2010,95.7999999999999,,,,,,,
18646,Lesotho,1965,58.6,,,,,,,
1455,Lesotho,1980,57,,,,,,,
2902,Lesotho,1990,66.7,,,,,,,
3687,Lesotho,1995,71.2999999999999,,,,,,,
11007,Lesotho,2000,75.5,,,,,,,
12647,Lesotho,2010,82.4,,,,,,,
8607,Liberia,1950,7.5,,,,,,,
4315,Liberia,1960,8.9,,,,,,,
1456,Liberia,1980,24.6999999999999,,,,,,,
2178,Liberia,1985,32.1,,,,,,,
2903,Liberia,1990,33.5,,,,,,,
3688,Liberia,1995,38.2999999999999,,,,,,,
11008,Liberia,2000,43.2,,,,,,,
11828,Liberia,2005,54.7999999999999,,,,,,,
12648,Liberia,2010,53.7,,,,,,,
18653,Libya,1950,7.5,,,,,,,
9023,Libya,1955,12.9,,,,,,,
4914,Libya,1965,21.6999999999999,,,,,,,
746,Libya,1975,39,,,,,,,
1457,Libya,1980,53.8999999999999,,,,,,,
2179,Libya,1985,60.2,,,,,,,
2904,Libya,1990,69.9,,,,,,,
3689,Libya,1995,76.2,,,,,,,
11009,Libya,2000,81.5999999999999,,,,,,,
11829,Libya,2005,86.0999999999999,,,,,,,
12649,Libya,2010,89.2,,,,,,,
18701,Lithuania,1990,98.4,,,,,,,
11010,Lithuania,2000,99.5999999999999,,,,,,,
12650,Lithuania,2010,99.7,,,,,,,
70,Luxembourg,1970,99,,,,,,,
1458,Luxembourg,1980,99,,,,,,,
2905,Luxembourg,1990,99,,,,,,,
11011,Luxembourg,2000,100,,,,,,,
12651,Luxembourg,2010,100,,,,,,,
3765,Macedonia,1995,94.0999999999999,,,,,,,
11085,Macedonia,2000,96.0999999999999,,,,,,,
12725,Macedonia,2010,97.2999999999999,,,,,,,
16177,Madagascar,1950,32.5,,,,,,,
16182,Madagascar,1955,33.5,,,,,,,
11012,Madagascar,2000,70.7,,,,,,,
12652,Madagascar,2010,64.5,,,,,,,
16195,Malawi,1945,6.5,,,,,,,
4917,Malawi,1965,22.1,,,,,,,
1460,Malawi,1980,44.8999999999999,,,,,,,
2907,Malawi,1990,52.2999999999999,,,,,,,
3693,Malawi,1995,56.3999999999999,,,,,,,
11013,Malawi,2000,60.3999999999999,,,,,,,
12653,Malawi,2010,68.0999999999999,,,,,,,
16231,Malaysia,1930,29,,,,,,,
16244,Malaysia,1945,39.7,,,,,,,
16248,Malaysia,1950,37.5,,,,,,,
4319,Malaysia,1960,22.3,,,,,,,
73,Malaysia,1970,58.5,,,,,,,
1461,Malaysia,1980,69.5,,,,,,,
2908,Malaysia,1990,82.9,,,,,,,
3694,Malaysia,1995,83.5,,,,,,,
11014,Malaysia,2000,88.7,,,,,,,
12654,Malaysia,2010,93.0999999999999,,,,,,,
4320,Mali,1960,2.2,,,,,,,
751,Mali,1975,9.4,,,,,,,
1462,Mali,1980,14.1999999999999,,,,,,,
2909,Mali,1990,24.6,,,,,,,
3695,Mali,1995,31,,,,,,,
11015,Mali,2000,38,,,,,,,
12655,Mali,2010,52.8999999999999,,,,,,,
4920,Mauritania,1965,11.1,,,,,,,
752,Mauritania,1975,17.3999999999999,,,,,,,
1463,Mauritania,1980,29.8,,,,,,,
2910,Mauritania,1990,35.2,,,,,,,
3696,Mauritania,1995,37.7,,,,,,,
11016,Mauritania,2000,40.1,,,,,,,
12656,Mauritania,2010,44.6,,,,,,,
16296,Mauritius,1950,51.7999999999999,,,,,,,
16306,Mauritius,1960,60.7999999999999,,,,,,,
1464,Mauritius,1980,73.7999999999999,,,,,,,
2911,Mauritius,1990,79.9,,,,,,,
3697,Mauritius,1995,82.9,,,,,,,
11017,Mauritius,2000,85.4,,,,,,,
12657,Mauritius,2010,89.5999999999999,,,,,,,
5521,Mexico,1900,22.3,,,,,,,
6070,Mexico,1910,27.6999999999999,,,,,,,
6626,Mexico,1920,33.7999999999999,,,,,,,
7254,Mexico,1930,38.5,,,,,,,
7908,Mexico,1940,46,,,,,,,
8609,Mexico,1950,46.7999999999999,,,,,,,
4322,Mexico,1960,65.4,,,,,,,
77,Mexico,1970,74.2,,,,,,,
1465,Mexico,1980,83,,,,,,,
2912,Mexico,1990,87.5999999999999,,,,,,,
3698,Mexico,1995,89.5999999999999,,,,,,,
11018,Mexico,2000,90.5,,,,,,,
11838,Mexico,2005,91.5999999999999,,,,,,,
12658,Mexico,2010,93.0999999999999,,,,,,,
16364,Moldova,1990,96.4,,,,,,,
11019,Moldova,2000,96.7,,,,,,,
12659,Moldova,2010,98.5,,,,,,,
8235,Mongolia,1945,59.6,,,,,,,
8610,Mongolia,1950,52.5,,,,,,,
9026,Mongolia,1955,95.4,,,,,,,
1466,Mongolia,1980,72.2999999999999,,,,,,,
2913,Mongolia,1990,79.9,,,,,,,
3700,Mongolia,1995,82.9,,,,,,,
11020,Mongolia,2000,85.5999999999999,,,,,,,
12660,Mongolia,2010,89.5,,,,,,,
16392,Morocco,1950,12.5,,,,,,,
4324,Morocco,1960,13.8,,,,,,,
79,Morocco,1970,21.3999999999999,,,,,,,
1467,Morocco,1980,28.8999999999999,,,,,,,
2914,Morocco,1990,38.6,,,,,,,
3701,Morocco,1995,43.7,,,,,,,
11021,Morocco,2000,48.3999999999999,,,,,,,
11841,Morocco,2005,52.2999999999999,,,,,,,
12661,Morocco,2010,57.3999999999999,,,,,,,
16407,Mozambique,1950,3,,,,,,,
16417,Mozambique,1960,7.7,,,,,,,
1468,Mozambique,1980,27.1999999999999,,,,,,,
2915,Mozambique,1990,34.7,,,,,,,
3702,Mozambique,1995,40.1,,,,,,,
11022,Mozambique,2000,45.8999999999999,,,,,,,
11842,Mozambique,2005,48.2,,,,,,,
12662,Mozambique,2010,57.3999999999999,,,,,,,
8574,Myanmar,1950,52.5,,,,,,,
8987,Myanmar,1955,69.9,,,,,,,
1400,Myanmar,1980,76.7999999999999,,,,,,,
2122,Myanmar,1985,78.5999999999999,,,,,,,
2847,Myanmar,1990,81.2999999999999,,,,,,,
3626,Myanmar,1995,83.0999999999999,,,,,,,
10946,Myanmar,2000,84.7999999999999,,,,,,,
12586,Myanmar,2010,87.9,,,,,,,
16435,Namibia,1950,22.5,,,,,,,
16445,Namibia,1960,38.3999999999999,,,,,,,
16475,Namibia,1990,75.7999999999999,,,,,,,
11023,Namibia,2000,85,,,,,,,
12663,Namibia,2010,88.7999999999999,,,,,,,
8611,Nepal,1950,3,,,,,,,
4325,Nepal,1960,8.8,,,,,,,
80,Nepal,1970,14.3,,,,,,,
758,Nepal,1975,19.1999999999999,,,,,,,
1469,Nepal,1980,20.6,,,,,,,
2916,Nepal,1990,24.3999999999999,,,,,,,
3704,Nepal,1995,27.5,,,,,,,
11024,Nepal,2000,30.8999999999999,,,,,,,
12664,Nepal,2010,37.8999999999999,,,,,,,
8612,Netherlands,1950,98.5,,,,,,,
4326,Netherlands,1960,99,,,,,,,
81,Netherlands,1970,99,,,,,,,
1470,Netherlands,1980,99,,,,,,,
2917,Netherlands,1990,99,,,,,,,
11025,Netherlands,2000,99,,,,,,,
11845,Netherlands,2005,99,,,,,,,
12665,Netherlands,2010,99,,,,,,,
8613,New Zealand,1950,98.5,,,,,,,
4327,New Zealand,1960,99,,,,,,,
82,New Zealand,1970,99,,,,,,,
1471,New Zealand,1980,99,,,,,,,
2918,New Zealand,1990,99,,,,,,,
11026,New Zealand,2000,99,,,,,,,
11846,New Zealand,2005,99,,,,,,,
12666,New Zealand,2010,99,,,,,,,
8614,Nicaragua,1950,38.3999999999999,,,,,,,
4927,Nicaragua,1965,49.6,,,,,,,
83,Nicaragua,1970,57.5,,,,,,,
1472,Nicaragua,1980,60.8999999999999,,,,,,,
2919,Nicaragua,1990,64,,,,,,,
3707,Nicaragua,1995,65.7,,,,,,,
11027,Nicaragua,2000,67.2,,,,,,,
12667,Nicaragua,2010,69.9,,,,,,,
4329,Niger,1960,0.9,,,,,,,
1473,Niger,1980,8.19999999999999,,,,,,,
2920,Niger,1990,11.6,,,,,,,
3708,Niger,1995,13.6,,,,,,,
11028,Niger,2000,15.9,,,,,,,
12668,Niger,2010,21.3999999999999,,,,,,,
16539,Nigeria,1950,12.5,,,,,,,
1474,Nigeria,1980,34.6,,,,,,,
2921,Nigeria,1990,49.3999999999999,,,,,,,
3709,Nigeria,1995,57.1,,,,,,,
11029,Nigeria,2000,64.5,,,,,,,
12669,Nigeria,2010,77.0999999999999,,,,,,,
12641,North Korea,2010,100,,,,,,,
8615,Norway,1950,98.5,,,,,,,
4331,Norway,1960,99,,,,,,,
86,Norway,1970,99,,,,,,,
1475,Norway,1980,99,,,,,,,
2922,Norway,1990,100,,,,,,,
11030,Norway,2000,100,,,,,,,
12670,Norway,2010,100,,,,,,,
8616,Oman,1950,3,,,,,,,
11851,Oman,2005,81.4,,,,,,,
12671,Oman,2010,86.5999999999999,,,,,,,
8617,Pakistan,1950,13.8,,,,,,,
4333,Pakistan,1960,16.3,,,,,,,
88,Pakistan,1970,21.6999999999999,,,,,,,
1477,Pakistan,1980,27.1,,,,,,,
2924,Pakistan,1990,34.2,,,,,,,
3712,Pakistan,1995,37.7999999999999,,,,,,,
11032,Pakistan,2000,41.7999999999999,,,,,,,
11852,Pakistan,2005,49.8999999999999,,,,,,,
12672,Pakistan,2010,49.8999999999999,,,,,,,
7916,Panama,1940,72,,,,,,,
8618,Panama,1950,69.9,,,,,,,
4334,Panama,1960,73.2999999999999,,,,,,,
89,Panama,1970,78.2999999999999,,,,,,,
1478,Panama,1980,85.5999999999999,,,,,,,
2925,Panama,1990,88.7999999999999,,,,,,,
3713,Panama,1995,90.7999999999999,,,,,,,
11033,Panama,2000,92.0999999999999,,,,,,,
12673,Panama,2010,94.0999999999999,,,,,,,
16639,Papua New Guinea,1950,7.5,,,,,,,
16646,Papua New Guinea,1965,29.3999999999999,,,,,,,
16651,Papua New Guinea,1970,32.1,,,,,,,
1479,Papua New Guinea,1980,58.1,,,,,,,
2926,Papua New Guinea,1990,68.0999999999999,,,,,,,
3714,Papua New Guinea,1995,72.2,,,,,,,
11034,Papua New Guinea,2000,75.9,,,,,,,
12674,Papua New Guinea,2010,82.2999999999999,,,,,,,
8619,Paraguay,1950,65.7999999999999,,,,,,,
4335,Paraguay,1960,74.5999999999999,,,,,,,
90,Paraguay,1970,80.0999999999999,,,,,,,
1480,Paraguay,1980,86.7999999999999,,,,,,,
2927,Paraguay,1990,90.7,,,,,,,
3715,Paraguay,1995,92.0999999999999,,,,,,,
11035,Paraguay,2000,93.4,,,,,,,
12675,Paraguay,2010,95.4,,,,,,,
8620,Peru,1950,47.5,,,,,,,
4336,Peru,1960,61.1,,,,,,,
91,Peru,1970,72.5,,,,,,,
1481,Peru,1980,79.9,,,,,,,
2928,Peru,1990,86.2999999999999,,,,,,,
3716,Peru,1995,88.7,,,,,,,
11036,Peru,2000,90.7,,,,,,,
12676,Peru,2010,94.0999999999999,,,,,,,
16695,Philippines,1920,49.2,,,,,,,
16715,Philippines,1940,48.7999999999999,,,,,,,
8621,Philippines,1950,61.2999999999999,,,,,,,
9037,Philippines,1955,75.2999999999999,,,,,,,
4337,Philippines,1960,71.9,,,,,,,
92,Philippines,1970,82.5999999999999,,,,,,,
1482,Philippines,1980,89.5999999999999,,,,,,,
2929,Philippines,1990,93.5999999999999,,,,,,,
3717,Philippines,1995,94.5999999999999,,,,,,,
11037,Philippines,2000,95.7,,,,,,,
12677,Philippines,2010,97.2999999999999,,,,,,,
8622,Poland,1950,92.5,,,,,,,
4338,Poland,1960,95.2999999999999,,,,,,,
93,Poland,1970,97.7999999999999,,,,,,,
1483,Poland,1980,98.7,,,,,,,
3718,Poland,1995,99.2,,,,,,,
11858,Poland,2005,99.4,,,,,,,
12678,Poland,2010,99.5,,,,,,,
5529,Portugal,1900,26.6,,,,,,,
6080,Portugal,1910,30.8999999999999,,,,,,,
6637,Portugal,1920,44.7999999999999,,,,,,,
7265,Portugal,1930,39.7999999999999,,,,,,,
7920,Portugal,1940,49.6,,,,,,,
8623,Portugal,1950,55.8999999999999,,,,,,,
4339,Portugal,1960,61.8999999999999,,,,,,,
94,Portugal,1970,71,,,,,,,
1484,Portugal,1980,79.4,,,,,,,
2931,Portugal,1990,87.9,,,,,,,
12679,Portugal,2010,95.2,,,,,,,
16727,Qatar,1950,7.5,,,,,,,
1485,Qatar,1980,69.7999999999999,,,,,,,
2207,Qatar,1985,75.5999999999999,,,,,,,
2932,Qatar,1990,77.2,,,,,,,
3720,Qatar,1995,79.4,,,,,,,
11040,Qatar,2000,81.5999999999999,,,,,,,
11860,Qatar,2005,89,,,,,,,
12680,Qatar,2010,96.2999999999999,,,,,,,
8627,Republic of South Africa,1950,42.5,,,,,,,
4345,Republic of South Africa,1960,57,,,,,,,
1494,Republic of South Africa,1980,75.7,,,,,,,
2941,Republic of South Africa,1990,79.9,,,,,,,
3730,Republic of South Africa,1995,82.4,,,,,,,
11050,Republic of South Africa,2000,83.5999999999999,,,,,,,
12690,Republic of South Africa,2010,86.5999999999999,,,,,,,
5530,Romania,1900,22,,,,,,,
7266,Romania,1930,57.1,,,,,,,
8624,Romania,1950,76.9,,,,,,,
9040,Romania,1955,88.5999999999999,,,,,,,
2933,Romania,1990,96.7,,,,,,,
11041,Romania,2000,97.2999999999999,,,,,,,
12681,Romania,2010,97.7,,,,,,,
11042,Russian Federation,2000,99.4,,,,,,,
12682,Russian Federation,2010,99.5999999999999,,,,,,,
16792,Rwanda,1950,7.5,,,,,,,
16802,Rwanda,1960,16.3999999999999,,,,,,,
1488,Rwanda,1980,42,,,,,,,
2935,Rwanda,1990,54.2999999999999,,,,,,,
3723,Rwanda,1995,60.5,,,,,,,
11043,Rwanda,2000,66.4,,,,,,,
12683,Rwanda,2010,76,,,,,,,
8626,Saudi Arabia,1950,3,,,,,,,
4342,Saudi Arabia,1960,2.5,,,,,,,
1489,Saudi Arabia,1980,47.8999999999999,,,,,,,
2936,Saudi Arabia,1990,59.1,,,,,,,
3724,Saudi Arabia,1995,62.7999999999999,,,,,,,
11044,Saudi Arabia,2000,67,,,,,,,
12684,Saudi Arabia,2010,74.4,,,,,,,
4343,Senegal,1960,5.6,,,,,,,
1490,Senegal,1980,21.5,,,,,,,
2937,Senegal,1990,28.8,,,,,,,
3725,Senegal,1995,33.1,,,,,,,
11045,Senegal,2000,37.5,,,,,,,
12685,Senegal,2010,46.7,,,,,,,
16843,Sierra Leone,1950,7.5,,,,,,,
4944,Sierra Leone,1965,6.7,,,,,,,
1491,Sierra Leone,1980,18.8999999999999,,,,,,,
2938,Sierra Leone,1990,26.8999999999999,,,,,,,
3726,Sierra Leone,1995,31.3999999999999,,,,,,,
11046,Sierra Leone,2000,36.2,,,,,,,
12686,Sierra Leone,2010,46.6,,,,,,,
11903,Slovakia,2005,99.5999999999999,,,,,,,
16947,Slovenia,1990,99.5,,,,,,,
11867,Slovenia,2005,99.7,,,,,,,
12687,Slovenia,2010,99.7,,,,,,,
11048,Solomon Islands,2000,76.5999999999999,,,,,,,
16973,Somalia,1950,3,,,,,,,
4344,Somalia,1960,1.5,,,,,,,
1493,Somalia,1980,6.1,,,,,,,
11049,Somalia,2000,37.7999999999999,,,,,,,
17004,South Korea,1930,31.8,,,,,,,
8605,South Korea,1950,37.5,,,,,,,
9019,South Korea,1955,76.7999999999999,,,,,,,
4312,South Korea,1960,70.5999999999999,,,,,,,
4909,South Korea,1965,60.1,,,,,,,
63,South Korea,1970,78.5999999999999,,,,,,,
1451,South Korea,1980,93.7999999999999,,,,,,,
2898,South Korea,1990,97.0999999999999,,,,,,,
3682,South Korea,1995,98,,,,,,,
11002,South Korea,2000,97.9,,,,,,,
12642,South Korea,2010,99.4,,,,,,,
2934,Soviet Union,1990,98,,,,,,,
5532,Spain,1900,41.2999999999999,,,,,,,
6084,Spain,1910,47.7999999999999,,,,,,,
6641,Spain,1920,56,,,,,,,
7925,Spain,1940,76.7999999999999,,,,,,,
8628,Spain,1950,82.7,,,,,,,
4346,Spain,1960,86.7,,,,,,,
103,Spain,1970,90.2,,,,,,,
783,Spain,1975,92.4,,,,,,,
1495,Spain,1980,92.7999999999999,,,,,,,
2942,Spain,1990,96.5,,,,,,,
11871,Spain,2005,97.7999999999999,,,,,,,
12691,Spain,2010,97.7,,,,,,,
17054,Sri Lanka,1900,26.3999999999999,,,,,,,
17064,Sri Lanka,1910,31,,,,,,,
17074,Sri Lanka,1920,39.8999999999999,,,,,,,
17099,Sri Lanka,1945,57.7999999999999,,,,,,,
8629,Sri Lanka,1950,62.5,,,,,,,
9045,Sri Lanka,1955,67.7,,,,,,,
4948,Sri Lanka,1965,75.0999999999999,,,,,,,
104,Sri Lanka,1970,77.5999999999999,,,,,,,
1496,Sri Lanka,1980,85.2999999999999,,,,,,,
2943,Sri Lanka,1990,88.7,,,,,,,
3732,Sri Lanka,1995,90.2,,,,,,,
11052,Sri Lanka,2000,90.7,,,,,,,
11872,Sri Lanka,2005,90.7999999999999,,,,,,,
12692,Sri Lanka,2010,93.9,,,,,,,
17111,Sudan,1950,7.5,,,,,,,
17116,Sudan,1955,12,,,,,,,
4348,Sudan,1960,13.1,,,,,,,
4949,Sudan,1965,14.6999999999999,,,,,,,
1497,Sudan,1980,29.8999999999999,,,,,,,
2944,Sudan,1990,40.2999999999999,,,,,,,
3733,Sudan,1995,46.1,,,,,,,
11053,Sudan,2000,51.7999999999999,,,,,,,
12693,Sudan,2010,62.6,,,,,,,
17126,Suriname,1950,27.5,,,,,,,
17133,Suriname,1965,83.5999999999999,,,,,,,
1498,Suriname,1980,87.5999999999999,,,,,,,
2945,Suriname,1990,91.7,,,,,,,
3734,Suriname,1995,93,,,,,,,
11054,Suriname,2000,94.2,,,,,,,
12694,Suriname,2010,96,,,,,,,
17143,Swaziland,1950,18.5,,,,,,,
787,Swaziland,1975,55.2999999999999,,,,,,,
1499,Swaziland,1980,60.3999999999999,,,,,,,
2221,Swaziland,1985,67.2,,,,,,,
2946,Swaziland,1990,72.0999999999999,,,,,,,
3735,Swaziland,1995,76.7,,,,,,,
11055,Swaziland,2000,81.7,,,,,,,
12695,Swaziland,2010,86.2,,,,,,,
6955,Sweden,1925,99.9,,,,,,,
8630,Sweden,1950,98.5,,,,,,,
4349,Sweden,1960,99,,,,,,,
107,Sweden,1970,99,,,,,,,
1500,Sweden,1980,99,,,,,,,
2947,Sweden,1990,99,,,,,,,
3736,Sweden,1995,99,,,,,,,
11876,Sweden,2005,99,,,,,,,
12696,Sweden,2010,99,,,,,,,
8631,Switzerland,1950,98.5,,,,,,,
4350,Switzerland,1960,99,,,,,,,
108,Switzerland,1970,99,,,,,,,
1501,Switzerland,1980,99,,,,,,,
2948,Switzerland,1990,99,,,,,,,
3737,Switzerland,1995,99,,,,,,,
11877,Switzerland,2005,99,,,,,,,
12697,Switzerland,2010,99,,,,,,,
8632,Syria,1950,27.5,,,,,,,
4351,Syria,1960,29.5,,,,,,,
109,Syria,1970,40,,,,,,,
1502,Syria,1980,53.7999999999999,,,,,,,
2949,Syria,1990,65.7,,,,,,,
3738,Syria,1995,70.7999999999999,,,,,,,
11058,Syria,2000,75.5999999999999,,,,,,,
11878,Syria,2005,80.4,,,,,,,
12698,Syria,2010,83.4,,,,,,,
11879,Taiwan,2005,96.0999999999999,,,,,,,
17283,Tajikistan,1990,97.7,,,,,,,
11060,Tajikistan,2000,99.5,,,,,,,
12700,Tajikistan,2010,99.7,,,,,,,
17296,Tanzania,1950,7.5,,,,,,,
4353,Tanzania,1960,9.5,,,,,,,
4954,Tanzania,1965,28.1,,,,,,,
1504,Tanzania,1980,49.6,,,,,,,
2951,Tanzania,1990,62.1,,,,,,,
3741,Tanzania,1995,67.7999999999999,,,,,,,
11061,Tanzania,2000,73.2999999999999,,,,,,,
12701,Tanzania,2010,82.2,,,,,,,
7597,Thailand,1935,31.1999999999999,,,,,,,
8254,Thailand,1945,52,,,,,,,
8634,Thailand,1950,52.5,,,,,,,
9050,Thailand,1955,63.7,,,,,,,
4354,Thailand,1960,67.7,,,,,,,
112,Thailand,1970,78.5999999999999,,,,,,,
1505,Thailand,1980,88,,,,,,,
2952,Thailand,1990,93.2999999999999,,,,,,,
3742,Thailand,1995,93.7999999999999,,,,,,,
11062,Thailand,2000,95.0999999999999,,,,,,,
12702,Thailand,2010,96.7999999999999,,,,,,,
1390,The Bahamas,1980,96.7999999999999,,,,,,,
2835,The Bahamas,1990,97.9,,,,,,,
3612,The Bahamas,1995,98.2,,,,,,,
10932,The Bahamas,2000,98.5,,,,,,,
12572,The Bahamas,2010,98.7999999999999,,,,,,,
1427,The Gambia,1980,24.5,,,,,,,
2874,The Gambia,1990,33.7,,,,,,,
3655,The Gambia,1995,38.6,,,,,,,
10975,The Gambia,2000,43.3999999999999,,,,,,,
12615,The Gambia,2010,53.2999999999999,,,,,,,
17334,Togo,1950,7.5,,,,,,,
17344,Togo,1960,9.69999999999999,,,,,,,
113,Togo,1970,15.9,,,,,,,
1506,Togo,1980,33.3999999999999,,,,,,,
2953,Togo,1990,45.3999999999999,,,,,,,
3743,Togo,1995,51.7,,,,,,,
11063,Togo,2000,57.8999999999999,,,,,,,
12703,Togo,2010,69.5,,,,,,,
17351,Trinidad and Tobago,1910,47.5,,,,,,,
17353,Trinidad and Tobago,1920,53.2,,,,,,,
17358,Trinidad and Tobago,1945,73.7999999999999,,,,,,,
17363,Trinidad and Tobago,1950,72.5,,,,,,,
17373,Trinidad and Tobago,1960,93.4,,,,,,,
114,Trinidad and Tobago,1970,92.2,,,,,,,
1507,Trinidad and Tobago,1980,95,,,,,,,
2954,Trinidad and Tobago,1990,96.9,,,,,,,
3744,Trinidad and Tobago,1995,97.9,,,,,,,
11884,Trinidad and Tobago,2005,98.4,,,,,,,
12704,Trinidad and Tobago,2010,98.7999999999999,,,,,,,
17386,Tunisia,1950,17.5,,,,,,,
4355,Tunisia,1960,15.5,,,,,,,
4958,Tunisia,1965,24,,,,,,,
796,Tunisia,1975,38,,,,,,,
1508,Tunisia,1980,46.5,,,,,,,
2230,Tunisia,1985,48.2,,,,,,,
2955,Tunisia,1990,60.2,,,,,,,
3745,Tunisia,1995,66.7,,,,,,,
11885,Tunisia,2005,72.2999999999999,,,,,,,
12705,Tunisia,2010,81.5999999999999,,,,,,,
6958,Turkey,1925,8.19999999999999,,,,,,,
7598,Turkey,1935,20.3999999999999,,,,,,,
8255,Turkey,1945,30.5,,,,,,,
8635,Turkey,1950,31.8999999999999,,,,,,,
9051,Turkey,1955,38.6,,,,,,,
4356,Turkey,1960,38.1,,,,,,,
4959,Turkey,1965,46,,,,,,,
116,Turkey,1970,51.2999999999999,,,,,,,
797,Turkey,1975,61.6,,,,,,,
1509,Turkey,1980,65.7,,,,,,,
2231,Turkey,1985,76,,,,,,,
2956,Turkey,1990,79.2,,,,,,,
3746,Turkey,1995,82.2999999999999,,,,,,,
11886,Turkey,2005,88.2,,,,,,,
12706,Turkey,2010,90.7999999999999,,,,,,,
3747,Turkmenistan,1995,98.7999999999999,,,,,,,
12707,Turkmenistan,2010,99.5999999999999,,,,,,,
17471,Uganda,1950,27.5,,,,,,,
17481,Uganda,1960,44.8999999999999,,,,,,,
1510,Uganda,1980,46.3999999999999,,,,,,,
2957,Uganda,1990,56.6,,,,,,,
3748,Uganda,1995,61.7999999999999,,,,,,,
11068,Uganda,2000,67,,,,,,,
11888,Uganda,2005,71.4,,,,,,,
12708,Uganda,2010,76.2,,,,,,,
11069,Ukraine,2000,99.4,,,,,,,
12709,Ukraine,2010,99.7,,,,,,,
17578,United Arab Emirates,1970,20.8999999999999,,,,,,,
799,United Arab Emirates,1975,53.5,,,,,,,
1511,United Arab Emirates,1980,69.9,,,,,,,
2233,United Arab Emirates,1985,71.2,,,,,,,
2958,United Arab Emirates,1990,76.5999999999999,,,,,,,
3750,United Arab Emirates,1995,79.2,,,,,,,
11070,United Arab Emirates,2000,81.7999999999999,,,,,,,
12710,United Arab Emirates,2010,86.7,,,,,,,
8636,United Kingdom,1950,98.5,,,,,,,
4357,United Kingdom,1960,99,,,,,,,
4961,United Kingdom,1965,99,,,,,,,
118,United Kingdom,1970,99,,,,,,,
1512,United Kingdom,1980,99,,,,,,,
2959,United Kingdom,1990,99,,,,,,,
11071,United Kingdom,2000,99,,,,,,,
11891,United Kingdom,2005,99,,,,,,,
12711,United Kingdom,2010,99,,,,,,,
15863,United States of America,1870,80,,,,,,,
9739,United States of America,1880,83,,,,,,,
10279,United States of America,1890,86.7,,,,,,,
