Transition to Autocracy,In Autocracy,Transition to Democracy,In Democracy
"Chile, Uruguay, Fiji","Mexico, Honduras, Spain, Paraguay, Brazil, Peru, Panama, Bolivia, Egypt, Singapore, Cyprus","Belgium, Argentina, Greece, Guatemala, Italy, Ecuador, Venezuela, Dominican Republic, Turkey","Switzerland, Netherlands, Australia, Austria, Costa Rica, Thailand, Bulgaria"
